FREQ_1_TO_6,FREQ_7_TO_12
0.028675322384114896,-0.02783916054827514
0.03438787811953755,-0.02783916054827514
0.04731579575992682,-0.010151645561623332
0.0765038749792384,0.12575369250737772
0.0968640649500201,0.10916223730641708
0.032924530321944596,0.11702039216197714
0.02278141798128818,0.19370700844972652
0.09059180566550723,0.17172151114841616
0.09361351945312346,0.17129429308137273
0.15193011289384972,0.27235803836747685
0.1696173954599691,0.28344135410861004
0.1965988470623216,0.2792164149900193
0.1875233039855485,0.2635907097930838
0.17407362934593085,0.28167457945549446
0.19569186963225038,0.3576478534730765
0.25010026520813244,0.4170018436429661
0.2496891164263122,0.3787234688649359
0.26356659355945716,0.4234013019660064
0.3365150735461367,0.5136465432753197
0.35211385885731955,0.5899180322294367
0.4177294348296934,0.5563291949068586
0.35786130016026274,0.575767239839571
0.3920695500463642,0.5726808364532059
0.45089772435257924,0.5773066557251575
0.509683148637692,0.5726378351455667
0.4827352271765639,0.6053360624976887
0.520126113746063,0.6836810013239484
0.5237919535135644,0.7256447520394554
0.5777324053247767,0.7635178860446955
0.591690576331399,0.7678465919276125
0.5906453902018808,0.782711427073491
0.5719345177539594,0.7587848402215871
0.6185847522878097,0.7246382023734539
0.6388481120784869,0.7371817222328305
0.6815156997599802,0.732541182595245
0.7344742784037634,0.7759832880096804
0.7191457133718638,0.733738396443021
0.7184762946873077,0.773445701236007
0.7235288494608577,0.7634207191374575
0.7529038165743268,0.8822316094511413
0.7906650225692231,0.8887191148490006
0.7760233938358146,0.8574621789499195
0.8206163697461814,0.8636675413256146
0.8269365640548858,0.8821348737618436
0.859535706555131,0.9092470279228345
0.9190245837469424,0.9402865936605739
0.9949626544981803,1.0245155493964777
0.9756277470963461,1.0507864680223928
0.9869938522942637,1.0901426295479961
1.0078655318839873,1.1390091754567726
1.056324415063389,1.0978018768847502
1.125359032639527,1.1314268185567093
1.1524346381327568,1.2262748364788685
1.14685535684557,1.2350384785508033
1.1118666631727616,1.205630866206863
1.1453663364013285,1.244105204379377
1.1430313076935936,1.2549647041902927
1.0858263947989006,1.245193729692189
1.1132236052195494,1.2704031896039334
1.1413426702240526,1.3273185324391374
1.1607699173001083,1.2735951691064045
1.2017867104038715,1.2885855750378394
1.207552412244553,1.3416779547819724
1.2106316064623805,1.4076682702515422
1.3232579080507103,1.468954822766578
1.3634043349678862,1.4337263257866215
1.4176183906020845,1.4962829087447835
1.4022175596562234,1.4754341108928786
1.4821226501608766,1.459716402052528
1.5126763614219203,1.4690725113981051
1.5402727067330837,1.4946650503945054
1.5365484668305143,1.5692759985757367
1.5818961434885168,1.549470414006696
1.581107631592138,1.5422222165906323
1.5579371428589652,1.623946881193079
1.5484573980334972,1.6843470707210773
1.6507127519614686,1.7095711956089246
1.5948983497470142,1.7041219643504666
1.6246334878046014,1.691176665072717
1.6427819177510226,1.7109418877752052
1.7089684274720405,1.7199734409871688
1.7379671307832705,1.7147066190874882
1.7070596784560181,1.7922856528083002
1.7663726616455522,1.84160715598214
1.7343251026801987,1.8466010522875986
1.7617003810226703,1.8998082799424016
1.7912053985598957,1.9738255651749845
1.857258551828663,1.976031609883795
1.8997110419480985,1.9732101831935958
1.8257968562188034,1.9546022480640313
1.8710576868794202,1.9390275461280142
1.8948971565905957,1.9116147123382068
1.9325487736988192,1.9810369981213378
1.9742429817701193,1.9982713215928232
2.0333237983099406,2.042917442902622
1.9958034208066984,2.0111032018031896
2.0509142314473023,2.0412235033327586
2.006166197820132,2.03915230417313
2.0461028714868017,2.113763829101634
2.0812656601392145,2.15723178451699
2.0734172388653906,2.195655331842911
