FREQ_1_TO_6,FREQ_7_TO_12
-0.10976852746664591,0.04445296531741299
-0.10976852746664591,0.04298906935309944
-0.10508223593664702,0.05959407655763975
-0.09564079398803667,0.08265993815079421
-0.08725992523311407,0.10724568815068228
-0.09604788295471982,0.11819641515099748
-0.09095877034716206,0.14216127672708728
-0.07249776653859114,0.16658674735380227
-0.07470308228449182,0.17301006392712628
-0.061221812976137074,0.18294500931303323
-0.034688188701896494,0.19635302349127737
-0.021921563620626385,0.2300077358040955
0.005691048358151613,0.2455708794976396
0.03513213527119186,0.24242834559514978
0.049374168068719346,0.2388137547720742
0.05407159110092058,0.23601405336643874
0.04860946771296797,0.2523547515219981
0.0413546586685014,0.2591045753758636
0.05299118342531914,0.2655461802407913
0.07229344665309144,0.2665658510251182
0.10906501036366016,0.28624159255339116
0.10633434622015332,0.28917225569393334
0.13127722225727478,0.29139517350406235
0.15297143863251592,0.3038270129892344
0.16975792441148033,0.3071620960920645
0.1648661462814497,0.32418945996386306
0.18718139141359685,0.33450109175993703
0.18892224771944746,0.3524798782872664
0.17747898611319196,0.3670986952159498
0.1781474457557739,0.36377475476990495
0.1823636100642456,0.3687567934760379
0.20083874492397077,0.3818787488042965
0.22635225984149085,0.36360891747164203
0.22910017781561087,0.358797282770755
0.22606750942420414,0.36805137072139416
0.23262884313944746,0.38185974306062476
0.2269351412787988,0.4049839797838587
0.2245517867058716,0.39989881735132177
0.21656319157812823,0.3853692138253665
0.2498384827870506,0.39608956486535796
0.24488466056552688,0.3804783741840135
0.24569091615164648,0.41001626951006076
0.2522343398144694,0.43621871769593046
0.25562308230975717,0.44255110777722934
0.2725316839410755,0.4584230538827466
0.28614339622775464,0.466567507083023
0.31026837529898615,0.4826907768257077
0.320598164611959,0.482022223005891
0.29081887318321664,0.49838605798185565
0.30955571491185574,0.5147370548490732
0.2935539409344568,0.5364440548969652
0.290083366559456,0.5319198061013515
0.2948179026610362,0.5353142087851503
0.316192867128356,0.5448763895660028
0.3378407337278511,0.5392456387823599
0.38237692900133924,0.546813005069668
0.3849545735019866,0.5642954898324501
0.3770496141113291,0.5716216788405555
0.4007297761037138,0.5762596773876707
0.430925755755696,0.5746803943874965
0.436142209358746,0.5637332147908116
0.44431462584867715,0.5833101315395106
0.4570764667667487,0.5977802944126984
0.47603203775522857,0.5861612563186962
0.4802516939964209,0.5827389358501861
0.4748282912245689,0.6065030351186023
0.5148154046416217,0.6116377073388931
0.5272257689141145,0.612111123448316
0.5362015620267336,0.6276829544693938
0.5333304931588602,0.6533652064792171
0.5555623678810238,0.6524538739889046
0.5542454269009658,0.6421681799921195
0.5625434848144583,0.6661661102472242
0.5821711479719175,0.6794119390592881
0.5910758922479601,0.694869176507193
0.5990319713663714,0.7158079280378635
0.6169590070497013,0.7178692331599681
0.6201093913057877,0.7379400443430967
0.6178623211801619,0.7627456492327964
0.6177828111169748,0.7660993477136779
0.6271085759170958,0.7618118096438676
0.6329969746919232,0.7771733489074953
0.6331498975957814,0.8014028122057942
0.652602231056389,0.8203049735599839
0.6731299694505161,0.8307898635288112
0.6619566462557828,0.838120473085608
0.6734860624866547,0.8400186961097831
0.6697106622988994,0.8547081709361254
0.6736473312699882,0.8645074606089759
0.670508300688294,0.8637119877568609
0.6790301625871658,0.8714590925893606
0.6680446599063221,0.8669481833444916
0.6576196493112824,0.8787200517505858
0.6766409502433026,0.9079058059919171
0.6894040958482383,0.9074320909809721
0.7135771207105577,0.9131690075910509
0.7335726101274773,0.9440724479781146
0.7549031961184227,0.9558220147711117
0.8046577142492816,0.9608030668049615
0.82280574785523,0.9559514258272028
0.8503691768591944,0.9604189097354374
0.8680942709842988,0.9599597949224823
0.8928217874483612,0.9506938594659478
0.8934264073109152,0.9703412274559338
0.9221957304630257,0.9797388107314694
0.9375984153012398,0.9806253056441968
0.9454244543614742,0.9999564821973655
0.9571831297008592,1.0002216299668503
0.9802009968754081,1.0141375060561983
1.0055326205737687,1.0335786877229627
0.9916378691726877,1.0408601523975527
0.9704568068299005,1.053492147005066
0.9782069203222366,1.0656157618150075
0.9639799037838529,1.0571157195141643
0.963552075670753,1.0798429829270082
0.959298138207464,1.0961108917307478
0.989030241272645,1.1007252462468582
1.0031836368658176,1.1183440212715043
1.016815447362702,1.1229922519905153
1.027373086603168,1.12459652756901
1.0388979784715813,1.111006878421806
1.053250752604884,1.1134474811788095
1.0603482212892417,1.1365940259630305
1.0848864309314237,1.133092472014374
1.0935868544744376,1.1550301682995106
1.1013497376413128,1.1628985220824948
1.0977246183947587,1.1824196322177862
1.1079440056084082,1.1878611842822568
1.1277544489569162,1.197890836366989
1.121485100230508,1.2004291825667008
1.1105368244039482,1.1954763860975388
1.1099077152474517,1.1841663154864583
1.127754039029589,1.1844731611236268
1.1405976576458638,1.2043554402194834
1.1538923953413,1.2154375609679258
1.1705858060012333,1.2124927041920641
1.170923248214388,1.2329338909534229
1.205735225623925,1.2497395141407248
1.2082957048105063,1.2873210461539846
1.2382245793472577,1.3004445507743325
1.256627128044169,1.309171444793251
1.2704034191709697,1.3221557907489287
1.2635749898499489,1.346702475106091
1.2601637746105092,1.3624693227271705
1.2775311555201754,1.36800468173809
1.2845123403075758,1.3908490934072932
1.3008950569720876,1.3792128266833301
1.3100399998766692,1.4074538032406334
1.3476415601761405,1.4267829697547068
1.347777118094633,1.4348567681025983
1.3868491608670763,1.4352821925398
1.3763961420818536,1.4399287098032592
