FREQ_1_TO_6,FREQ_7_TO_12,VAR_1_TO_6,VAR_7_TO_12
-0.12465882425859773,-0.19835305999507574,0,0
-0.12465882425859773,-0.19551433897530215,5.33360613192497,6.754855614897002
-0.09715690057756585,-0.17483776895941616,5.243936333399944,6.803827301489911
-0.07240028590694816,-0.12011214158012061,5.350041765187022,6.543977415290148
-0.04940389788263166,-0.09578448660807772,4.8958533665614485,6.580806430411936
0.020610954816714808,-0.06351642359051944,4.4706293469229825,6.633680958023273
0.026682145926251028,-0.06282760148104341,4.824400422418024,6.714930701300438
0.019762708533821272,-0.03603628660210963,4.791787499157957,6.696965191227287
0.06377969490165228,0.011487346055510486,3.814450278857421,6.703132112464428
0.04919438014022204,0.08476275532745983,3.7468051619868756,6.468328670731676
0.06628567848036844,0.10327453393779112,3.6313080102699042,6.514229440299126
0.08409194440702193,0.11667896635996032,2.6696799993396896,6.178325616626141
0.15277752119867366,0.13326216132530141,2.686115297103437,6.43632387440425
0.15871737571643105,0.10243243590649248,2.0470799927814483,6.235943047545302
0.16609458134914637,0.1488088156177705,1.9502885764782794,6.094825646807401
0.17791777364173741,0.15283743179074102,1.964166652219301,5.82223128905328
0.24523241294303705,0.1848103239074396,1.8059548177595621,5.75057838731567
0.21263961681479518,0.2290271287188083,1.8215601115324094,5.501098312541597
0.20787963054972816,0.27939798991447307,1.784880280049202,5.031305692234872
0.21930534532100038,0.3110341948756059,1.6261375133678955,4.428397527179694
0.24901600399556129,0.31758153632958697,1.549484232480589,4.127833128415271
0.24315571335521435,0.3481587742669529,1.5544856802733045,3.801908493395076
0.2654638881637169,0.3257202436508372,1.4545246142579547,3.5546971489969277
0.3182191206457375,0.3090928275821785,1.4736147502785129,4.039140741906178
0.32651428377658764,0.3020591552203626,1.4591171907559324,4.406029925129248
0.361658549216915,0.2917164608934616,1.5420168542813388,4.678992331367393
0.31979693591935204,0.34201560266181713,1.5140468177824002,4.978994889149904
0.33747207967264814,0.4064691323013419,1.509901004023922,4.8673375724207855
0.37692672734720134,0.47534917051758335,1.4701156500435866,4.836567333226633
0.4019519796617341,0.4683769912325806,1.4716695436194152,5.322306363161364
0.41950217353771735,0.49850611096318215,1.5426040148861488,5.4101538637962046
0.45824518534116515,0.5181785131995927,1.490549761608811,5.499583861800114
0.4469535397830871,0.5389215595809522,1.471745363069523,5.36536341707294
0.4765963888281263,0.5130757680656604,1.5599491480407308,5.13458180181517
0.49712812301139575,0.49066611330205234,1.5019571803138232,4.645576454586363
0.5015583606976792,0.5046990467778576,1.5833810228264866,4.995886957211878
0.49863827321175525,0.5371958475773972,1.6479589573308677,4.866834436320123
0.538412617088333,0.5998895965846097,1.6002130009286168,4.5485222371972185
0.5908092216568533,0.5957394629166267,1.5789915987536112,4.467854015735783
0.5879484651127189,0.5515908606970484,1.5133231376135272,4.530496664977908
0.6083259428760923,0.5875906443091872,1.5288181083502266,4.413703473973354
0.6137744860825637,0.6213417546618748,1.4916936024794807,4.2019889458962005
0.633506963452812,0.639189723353695,1.5181863912968763,4.765590232184998
0.6416062671042475,0.6425522871759499,1.481470649668685,4.724925111149983
0.6714145910849775,0.6406578038674188,1.559043262157163,4.7125516040902
0.6732817842911144,0.6464453251395631,1.6136732570309427,4.6115797851446905
0.6729375212399227,0.727248913747587,1.6081431597514355,4.80622368274473
0.705814120342901,0.6999738073307371,1.5892148561471169,4.752879317011219
0.7443844689520708,0.7181610480117026,1.6557158626895885,4.761603620851712
0.8123603022729996,0.7383331228905896,1.7240989556683193,4.735483916790182
0.7912284876874653,0.7529099591387196,1.7724875285261836,4.842925320538266
0.8018730407554941,0.789901056721579,1.8533920570299207,4.754775435290238
0.7865130799952773,0.8344041989759426,1.8203640043624882,4.85537897174757
0.8165650767765515,0.8444053960265987,1.7768834903444706,4.838246205564455
0.8225412268317766,0.8360408208907568,1.8070335912024833,4.632509650642813
0.8613192748875995,0.8633218421595807,1.7309342260201053,4.661549840638954
0.9292081182467831,0.9014499144198403,1.7913157367828345,4.694549126081922
0.898257051030792,0.9132853647579858,1.768072953318916,4.590573257693469
