FREQ_1_TO_6,FREQ_7_TO_12,VAR_1_TO_6,VAR_7_TO_12
-0.08921852681308713,-0.027995759286360902,0,0
-0.09210220875071581,-0.027995759286360902,3.0039908041464383,7.666179422837857
-0.06848555382437259,-0.0247784958544825,3.027843525075473,7.354406258048278
-0.07610023923182195,-0.011087412918960926,3.0366669631772556,7.256299708570193
-0.07557370487676492,0.023068950961380032,2.8954681214135647,7.212395677338279
-0.030691722814167405,0.009808938674479026,2.894542184642241,6.653616512798227
0.006509850763776031,0.035540039685281535,2.718719652263807,7.566437585281744
-0.005617177004249908,0.0639032426741041,4.001505272143703,8.035764496831034
0.015574394752692313,0.047389632524858706,3.6446972382840164,7.859265909167428
0.060418381630542084,0.03862854303561225,3.177065436148091,7.593925976507924
0.08446367324932555,0.06864663089699156,3.0521538895640408,7.217277654498028
0.10577466083253696,0.08730428270229408,3.708238161928791,6.780478520099136
0.14959957665518275,0.06909615988927921,3.6458213379840068,6.678985370057887
0.14031460925641964,0.07480696045680972,3.4540605337430548,6.597289775124935
0.19258167448803706,0.09442363001084611,2.9645610899147075,6.517784715002998
0.2637989024107144,0.1262009430704737,3.187587868624396,6.013134123244531
0.23158116447868923,0.1802689909208965,3.3157151297225007,6.0663237213695185
0.2229756180770528,0.18170604849356622,3.463300888400652,6.369537010737257
0.21853708403361444,0.2159974737474394,3.4589902006142665,6.064015622816821
0.23702185238452142,0.24922117921667244,3.0861576575453906,5.681470697900769
0.2653552815288644,0.2669099231818219,2.598745824463162,5.39913010030911
0.27264231383055043,0.3191565600529816,2.4775053868454675,5.573864734105813
0.2967369873974609,0.3108085929042214,2.4495162401209276,5.179434064604548
0.30874121423615597,0.3687425286035939,2.37256855264933,5.51891082380147
0.3434847250909237,0.399995357918649,2.413311699316105,5.350781296751993
0.4024260877468667,0.40903643947756657,2.381857826082872,5.277562454899778
0.46321989686377524,0.3995018618228212,2.2992015229092777,5.078169920477672
